Date;Time;Date/time;Latitude [degrees];Longitude [degrees];Position;Course [degrees];Heading [degrees];Speed [km/h];Fuel consumption;Fuel total 1;Fuel total 2;Pull force
2020-07-05;14:00:00;2020-07-05 14:00:00;50,02654;7,82183;50°01,592' N 007°49,310' E;133,2;0,0;10,9;0,00;0,00;0,00;0,000
2020-07-05;14:00:06;2020-07-05 14:00:06;50,02645;7,82199;50°01,587' N 007°49,319' E;133,5;0,0;10,7;0,00;0,00;0,00;0,000
2020-07-05;14:00:11;2020-07-05 14:00:11;50,02636;7,82214;50°01,581' N 007°49,329' E;133,3;0,0;10,7;0,00;0,00;0,00;0,000
2020-07-05;14:00:17;2020-07-05 14:00:17;50,02625;7,82233;50°01,575' N 007°49,340' E;133,9;0,0;10,9;0,00;0,00;0,00;0,000
2020-07-05;14:00:22;2020-07-05 14:00:22;50,02615;7,82248;50°01,569' N 007°49,349' E;133,4;0,0;10,9;0,00;0,00;0,00;0,000
2020-07-05;14:00:27;2020-07-05 14:00:27;50,02606;7,82264;50°01,563' N 007°49,358' E;134,1;0,0;10,9;0,00;0,00;0,00;0,000
2020-07-05;14:00:32;2020-07-05 14:00:32;50,02596;7,82279;50°01,558' N 007°49,367' E;134,7;0,0;10,9;0,00;0,00;0,00;0,000
2020-07-05;14:00:37;2020-07-05 14:00:37;50,02587;7,82294;50°01,552' N 007°49,376' E;134,3;0,0;10,9;0,00;0,00;0,00;0,000
2020-07-05;14:00:42;2020-07-05 14:00:42;50,02577;7,82309;50°01,546' N 007°49,386' E;134,6;0,0;10,9;0,00;0,00;0,00;0,000
2020-07-05;14:00:47;2020-07-05 14:00:47;50,02567;7,82325;50°01,540' N 007°49,395' E;133,6;0,0;11,1;0,00;0,00;0,00;0,000
2020-07-05;14:00:53;2020-07-05 14:00:53;50,02556;7,82344;50°01,534' N 007°49,406' E;133,8;0,0;11,1;0,00;0,00;0,00;0,000
2020-07-05;14:00:58;2020-07-05 14:00:58;50,02544;7,82363;50°01,526' N 007°49,418' E;134,3;0,0;11,3;0,00;0,00;0,00;0,000
2020-07-05;14:01:03;2020-07-05 14:01:03;50,02534;7,82379;50°01,521' N 007°49,428' E;134,2;0,0;11,5;0,00;0,00;0,00;0,000
2020-07-05;14:01:09;2020-07-05 14:01:09;50,02524;7,82396;50°01,515' N 007°49,437' E;134,0;0,0;11,7;0,00;0,00;0,00;0,000
2020-07-05;14:01:14;2020-07-05 14:01:14;50,02514;7,82412;50°01,509' N 007°49,447' E;133,0;0,0;11,9;0,00;0,00;0,00;0,000
