Date;Time;Date/time;Latitude [degrees];Longitude [degrees];Position;Course [degrees];Heading [degrees];Speed [km/h];Fuel consumption;Fuel total 1;Fuel total 2;Pull force
2020-07-05;02:00:03;2020-07-05 02:00:03;50,36296;7,59842;50°21,778' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:00:08;2020-07-05 02:00:08;50,36296;7,59842;50°21,778' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:00:13;2020-07-05 02:00:13;50,36296;7,59842;50°21,778' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:00:18;2020-07-05 02:00:18;50,36296;7,59843;50°21,778' N 007°35,906' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:00:23;2020-07-05 02:00:23;50,36296;7,59843;50°21,778' N 007°35,906' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:00:28;2020-07-05 02:00:28;50,36296;7,59843;50°21,778' N 007°35,906' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:00:33;2020-07-05 02:00:33;50,36296;7,59843;50°21,777' N 007°35,906' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:00:38;2020-07-05 02:00:38;50,36296;7,59843;50°21,777' N 007°35,906' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:00:43;2020-07-05 02:00:43;50,36296;7,59843;50°21,777' N 007°35,906' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:00:48;2020-07-05 02:00:48;50,36296;7,59842;50°21,777' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:00:53;2020-07-05 02:00:53;50,36296;7,59841;50°21,778' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:00:58;2020-07-05 02:00:58;50,36296;7,59841;50°21,778' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:01:03;2020-07-05 02:01:03;50,36296;7,59842;50°21,778' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:01:09;2020-07-05 02:01:09;50,36296;7,59842;50°21,777' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:01:14;2020-07-05 02:01:14;50,36296;7,59842;50°21,777' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:01:19;2020-07-05 02:01:19;50,36296;7,59842;50°21,777' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:01:24;2020-07-05 02:01:24;50,36296;7,59842;50°21,777' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:01:29;2020-07-05 02:01:29;50,36296;7,59842;50°21,777' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:01:34;2020-07-05 02:01:34;50,36296;7,59842;50°21,777' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-05;02:01:39;2020-07-05 02:01:39;50,36296;7,59842;50°21,777' N 007°35,905' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
