Date;Time;Date/time;Latitude [degrees];Longitude [degrees];Position;Course [degrees];Heading [degrees];Speed [km/h];Fuel consumption;Fuel total 1;Fuel total 2;Pull force
2020-07-06;14:00:03;2020-07-06 14:00:03;50,00375;8,27599;50°00,225' N 008°16,560' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:00:08;2020-07-06 14:00:08;50,00376;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:00:13;2020-07-06 14:00:13;50,00376;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:00:18;2020-07-06 14:00:18;50,00376;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:00:23;2020-07-06 14:00:23;50,00376;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:00:29;2020-07-06 14:00:29;50,00376;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:00:34;2020-07-06 14:00:34;50,00376;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:00:39;2020-07-06 14:00:39;50,00376;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:00:44;2020-07-06 14:00:44;50,00376;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:00:49;2020-07-06 14:00:49;50,00375;8,27599;50°00,225' N 008°16,560' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:00:54;2020-07-06 14:00:54;50,00375;8,27599;50°00,225' N 008°16,560' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:00:59;2020-07-06 14:00:59;50,00376;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:01:04;2020-07-06 14:01:04;50,00376;8,27598;50°00,226' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:01:09;2020-07-06 14:01:09;50,00376;8,27598;50°00,226' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:01:14;2020-07-06 14:01:14;50,00376;8,27598;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:01:19;2020-07-06 14:01:19;50,00375;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:01:25;2020-07-06 14:01:25;50,00375;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:01:30;2020-07-06 14:01:30;50,00375;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:01:35;2020-07-06 14:01:35;50,00375;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:01:40;2020-07-06 14:01:40;50,00375;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:01:45;2020-07-06 14:01:45;50,00375;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:01:50;2020-07-06 14:01:50;50,00375;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:01:55;2020-07-06 14:01:55;50,00375;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:02:00;2020-07-06 14:02:00;50,00376;8,27599;50°00,225' N 008°16,560' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:02:05;2020-07-06 14:02:05;50,00376;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-06;14:02:10;2020-07-06 14:02:10;50,00376;8,27599;50°00,225' N 008°16,559' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
