Date;Time;Date/time;Latitude [degrees];Longitude [degrees];Position;Course [degrees];Heading [degrees];Speed [km/h];Fuel consumption;Fuel total 1;Fuel total 2;Pull force
2020-07-10;02:00:03;2020-07-10 02:00:03;49,46158;8,98342;49°27,695' N 008°59,005' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:00:08;2020-07-10 02:00:08;49,46158;8,98342;49°27,695' N 008°59,005' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:00:13;2020-07-10 02:00:13;49,46158;8,98342;49°27,695' N 008°59,005' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:00:18;2020-07-10 02:00:18;49,46159;8,98340;49°27,695' N 008°59,004' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:00:23;2020-07-10 02:00:23;49,46159;8,98340;49°27,695' N 008°59,004' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:00:28;2020-07-10 02:00:28;49,46160;8,98340;49°27,696' N 008°59,004' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:00:33;2020-07-10 02:00:33;49,46160;8,98340;49°27,696' N 008°59,004' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:00:38;2020-07-10 02:00:38;49,46160;8,98341;49°27,696' N 008°59,004' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:00:43;2020-07-10 02:00:43;49,46160;8,98341;49°27,696' N 008°59,004' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:00:48;2020-07-10 02:00:48;49,46158;8,98340;49°27,695' N 008°59,004' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:00:53;2020-07-10 02:00:53;49,46158;8,98339;49°27,695' N 008°59,003' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:00:58;2020-07-10 02:00:58;49,46158;8,98338;49°27,695' N 008°59,003' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:01:03;2020-07-10 02:01:03;49,46159;8,98338;49°27,695' N 008°59,003' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:01:08;2020-07-10 02:01:08;49,46159;8,98339;49°27,695' N 008°59,003' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:01:13;2020-07-10 02:01:13;49,46160;8,98339;49°27,696' N 008°59,004' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:01:19;2020-07-10 02:01:19;49,46160;8,98339;49°27,696' N 008°59,003' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:01:24;2020-07-10 02:01:24;49,46160;8,98339;49°27,696' N 008°59,003' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:01:29;2020-07-10 02:01:29;49,46161;8,98338;49°27,696' N 008°59,003' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:01:34;2020-07-10 02:01:34;49,46161;8,98338;49°27,696' N 008°59,003' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-10;02:01:39;2020-07-10 02:01:39;49,46161;8,98338;49°27,696' N 008°59,003' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
