Date;Time;Date/time;Latitude [degrees];Longitude [degrees];Position;Course [degrees];Heading [degrees];Speed [km/h];Fuel consumption;Fuel total 1;Fuel total 2;Pull force
2020-07-07;14:00:00;2020-07-07 14:00:00;49,87397;8,34304;49°52,438' N 008°20,583' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:00:06;2020-07-07 14:00:06;49,87397;8,34304;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:00:11;2020-07-07 14:00:11;49,87396;8,34304;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:00:16;2020-07-07 14:00:16;49,87396;8,34304;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:00:21;2020-07-07 14:00:21;49,87396;8,34304;49°52,438' N 008°20,583' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:00:26;2020-07-07 14:00:26;49,87397;8,34305;49°52,438' N 008°20,583' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:00:31;2020-07-07 14:00:31;49,87397;8,34305;49°52,438' N 008°20,583' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:00:36;2020-07-07 14:00:36;49,87397;8,34305;49°52,438' N 008°20,583' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:00:41;2020-07-07 14:00:41;49,87397;8,34305;49°52,438' N 008°20,583' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:00:46;2020-07-07 14:00:46;49,87397;8,34304;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:00:51;2020-07-07 14:00:51;49,87397;8,34304;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:00:56;2020-07-07 14:00:56;49,87397;8,34304;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:01:01;2020-07-07 14:01:01;49,87397;8,34303;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:01:06;2020-07-07 14:01:06;49,87397;8,34303;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:01:11;2020-07-07 14:01:11;49,87397;8,34303;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:01:17;2020-07-07 14:01:17;49,87397;8,34303;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:01:22;2020-07-07 14:01:22;49,87397;8,34303;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:01:27;2020-07-07 14:01:27;49,87397;8,34303;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:01:32;2020-07-07 14:01:32;49,87397;8,34303;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-07;14:01:37;2020-07-07 14:01:37;49,87397;8,34304;49°52,438' N 008°20,582' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
