Date;Time;Date/time;Latitude [degrees];Longitude [degrees];Position;Course [degrees];Heading [degrees];Speed [km/h];Fuel consumption;Fuel total 1;Fuel total 2;Pull force
2020-07-08;02:00:00;2020-07-08 02:00:00;49,87393;8,34299;49°52,436' N 008°20,580' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:00:05;2020-07-08 02:00:05;49,87393;8,34299;49°52,436' N 008°20,580' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:00:10;2020-07-08 02:00:10;49,87393;8,34300;49°52,436' N 008°20,580' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:00:15;2020-07-08 02:00:15;49,87393;8,34300;49°52,436' N 008°20,580' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:00:21;2020-07-08 02:00:21;49,87393;8,34300;49°52,436' N 008°20,580' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:00:26;2020-07-08 02:00:26;49,87393;8,34300;49°52,436' N 008°20,580' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:00:31;2020-07-08 02:00:31;49,87394;8,34300;49°52,436' N 008°20,580' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:00:36;2020-07-08 02:00:36;49,87394;8,34300;49°52,436' N 008°20,580' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:00:41;2020-07-08 02:00:41;49,87394;8,34300;49°52,437' N 008°20,580' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:00:46;2020-07-08 02:00:46;49,87394;8,34299;49°52,436' N 008°20,580' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:00:51;2020-07-08 02:00:51;49,87394;8,34299;49°52,436' N 008°20,579' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:00:56;2020-07-08 02:00:56;49,87393;8,34299;49°52,436' N 008°20,579' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:01:01;2020-07-08 02:01:01;49,87393;8,34299;49°52,436' N 008°20,579' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:01:06;2020-07-08 02:01:06;49,87394;8,34299;49°52,436' N 008°20,579' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:01:11;2020-07-08 02:01:11;49,87394;8,34299;49°52,436' N 008°20,579' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:01:16;2020-07-08 02:01:16;49,87394;8,34299;49°52,436' N 008°20,579' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:01:21;2020-07-08 02:01:21;49,87394;8,34298;49°52,436' N 008°20,579' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:01:26;2020-07-08 02:01:26;49,87394;8,34298;49°52,436' N 008°20,579' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:01:31;2020-07-08 02:01:31;49,87394;8,34297;49°52,436' N 008°20,578' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:01:37;2020-07-08 02:01:37;49,87394;8,34298;49°52,436' N 008°20,579' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-08;02:01:42;2020-07-08 02:01:42;49,87394;8,34299;49°52,436' N 008°20,579' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
