Date;Time;Date/time;Latitude [degrees];Longitude [degrees];Position;Course [degrees];Heading [degrees];Speed [km/h];Fuel consumption;Fuel total 1;Fuel total 2;Pull force
2020-07-10;14:00:02;2020-07-10 14:00:02;49,23052;9,16696;49°13,831' N 009°10,018' E;119,9;0,0;1,1;0,00;0,00;0,00;0,000
2020-07-10;14:00:07;2020-07-10 14:00:07;49,23051;9,16699;49°13,831' N 009°10,019' E;120,9;0,0;0,9;0,00;0,00;0,00;0,000
2020-07-10;14:00:12;2020-07-10 14:00:12;49,23051;9,16700;49°13,830' N 009°10,020' E;122,3;0,0;0,9;0,00;0,00;0,00;0,000
2020-07-10;14:00:17;2020-07-10 14:00:17;49,23050;9,16701;49°13,830' N 009°10,021' E;123,5;0,0;0,7;0,00;0,00;0,00;0,000
2020-07-10;14:00:22;2020-07-10 14:00:22;49,23049;9,16702;49°13,829' N 009°10,021' E;124,1;0,0;0,7;0,00;0,00;0,00;0,000
2020-07-10;14:00:28;2020-07-10 14:00:28;49,23048;9,16705;49°13,829' N 009°10,023' E;125,1;0,0;0,7;0,00;0,00;0,00;0,000
2020-07-10;14:00:33;2020-07-10 14:00:33;49,23047;9,16707;49°13,828' N 009°10,024' E;126,1;0,0;0,7;0,00;0,00;0,00;0,000
2020-07-10;14:00:39;2020-07-10 14:00:39;49,23047;9,16709;49°13,828' N 009°10,025' E;127,4;0,0;0,6;0,00;0,00;0,00;0,000
2020-07-10;14:00:44;2020-07-10 14:00:44;49,23047;9,16710;49°13,828' N 009°10,026' E;132,0;0,0;0,4;0,00;0,00;0,00;0,000
2020-07-10;14:00:49;2020-07-10 14:00:49;49,23047;9,16710;49°13,828' N 009°10,026' E;136,2;0,0;0,4;0,00;0,00;0,00;0,000
2020-07-10;14:00:55;2020-07-10 14:00:55;49,23047;9,16710;49°13,828' N 009°10,026' E;143,1;0,0;0,2;0,00;0,00;0,00;0,000
2020-07-10;14:01:00;2020-07-10 14:01:00;49,23046;9,16710;49°13,828' N 009°10,026' E;149,7;0,0;0,2;0,00;0,00;0,00;0,000
2020-07-10;14:01:05;2020-07-10 14:01:05;49,23046;9,16710;49°13,828' N 009°10,026' E;153,9;0,0;0,2;0,00;0,00;0,00;0,000
