Date;Time;Date/time;Latitude [degrees];Longitude [degrees];Position;Course [degrees];Heading [degrees];Speed [km/h];Fuel consumption;Fuel total 1;Fuel total 2;Pull force
2020-07-09;02:00:03;2020-07-09 02:00:03;49,41342;8,70577;49°24,805' N 008°42,346' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:00:08;2020-07-09 02:00:08;49,41342;8,70577;49°24,805' N 008°42,346' E;225,2;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:00:13;2020-07-09 02:00:13;49,41342;8,70577;49°24,805' N 008°42,346' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:00:18;2020-07-09 02:00:18;49,41342;8,70577;49°24,805' N 008°42,346' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:00:23;2020-07-09 02:00:23;49,41342;8,70578;49°24,805' N 008°42,347' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:00:28;2020-07-09 02:00:28;49,41342;8,70579;49°24,805' N 008°42,347' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:00:33;2020-07-09 02:00:33;49,41341;8,70580;49°24,805' N 008°42,348' E;222,6;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:00:38;2020-07-09 02:00:38;49,41341;8,70579;49°24,805' N 008°42,347' E;227,3;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:00:44;2020-07-09 02:00:44;49,41340;8,70577;49°24,804' N 008°42,346' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:00:49;2020-07-09 02:00:49;49,41340;8,70577;49°24,804' N 008°42,346' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:00:54;2020-07-09 02:00:54;49,41340;8,70577;49°24,804' N 008°42,346' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:00:59;2020-07-09 02:00:59;49,41339;8,70579;49°24,803' N 008°42,347' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:01:04;2020-07-09 02:01:04;49,41338;8,70580;49°24,803' N 008°42,348' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:01:09;2020-07-09 02:01:09;49,41338;8,70580;49°24,803' N 008°42,348' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:01:14;2020-07-09 02:01:14;49,41338;8,70581;49°24,803' N 008°42,349' E;214,2;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:01:19;2020-07-09 02:01:19;49,41337;8,70581;49°24,802' N 008°42,349' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:01:24;2020-07-09 02:01:24;49,41337;8,70581;49°24,802' N 008°42,349' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:01:29;2020-07-09 02:01:29;49,41337;8,70581;49°24,802' N 008°42,349' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:01:34;2020-07-09 02:01:34;49,41337;8,70581;49°24,802' N 008°42,349' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:01:39;2020-07-09 02:01:39;49,41338;8,70582;49°24,803' N 008°42,349' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:01:44;2020-07-09 02:01:44;49,41338;8,70582;49°24,803' N 008°42,349' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:01:49;2020-07-09 02:01:49;49,41338;8,70581;49°24,803' N 008°42,349' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:01:54;2020-07-09 02:01:54;49,41339;8,70581;49°24,804' N 008°42,349' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:02:00;2020-07-09 02:02:00;49,41340;8,70582;49°24,804' N 008°42,349' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:02:05;2020-07-09 02:02:05;49,41342;8,70582;49°24,805' N 008°42,349' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:02:10;2020-07-09 02:02:10;49,41342;8,70583;49°24,805' N 008°42,350' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:02:15;2020-07-09 02:02:15;49,41341;8,70583;49°24,805' N 008°42,350' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
2020-07-09;02:02:20;2020-07-09 02:02:20;49,41341;8,70582;49°24,805' N 008°42,349' E;0,0;0,0;0,0;0,00;0,00;0,00;0,000
